Varenr.,Beskrivelse,GTIN
562-K1203064,Skuff 30 x 60 x 45cm med utsparing,5707439056831
562-K1203080,Skuff 30 x 80 x 50cm,5707439018808
562-K1203083,Skuff 30 x 80 x 45cm,5707439053489
562-K1203084,Skuff 30 x 80 x 45cm med utsparing,5707439056855
562-L00460,Skuffefront 36 x 596 x 20mm,5707439018488
562-L06262,2-delt skuff 618 x 596 x 20mm Hailo/Topit,5707439065468
562-L06282,2-delt skuff 618 x 796 x 20mm Hailo/Topit,5707439065475
562-L08340H,3-delt dør høyre 794 x 396 x 20mm,5707439018495
562-L08340V,3-delt dør venstre 794 x 396 x 20mm,5707439018501
562-L08350H,3-delt dør høyre 794 x 496 x 20mm,5707439018518
562-L08350V,3-delt dør venstre 794 x 496 x 20mm,5707439018525
562-L08353,3-delt dør 794 x 496 x 20mm for oppvaskmaskinløsning,5707439065451
562-L08360H,3-delt dør høyre 794 x 596 x 20mm,5707439018532
562-L08360V,3-delt dør venstre 794 x 596 x 20mm,5707439018549
562-L08363,3-delt dør 794 x 596 x 20mm for oppvaskmaskinløsning,5707439018556
562-L9020,Prøver Design sone 396 x 298 x 20mm,5707439018563
562-L9025,NGM Designzone front 396 x 298 x 20mm,5707439046399
562-L9040,Prøver Designsone 156 x 100 x 20mm,5707439021396
642-L07823,2-delt dør 780 x 196 x 19mm,5707439069879
642-L07841H,Dør høyre 780 x 396 x 19mm,5707439069886
642-L07841V,Dør venstre 780 x 396 x 19mm,5707439069893
642-L07843H,2-delt dør høyre 780 x 396 x 19mm,5707439069909
642-L07843V,2-delt dør venstre 780 x 396 x 19mm,5707439069916
642-L07851H,Dør høyre 780 x 496 x 19mm,5707439069923
642-L07851V,Dør venstre 780 x 496 x 19mm,5707439069930
642-L07853H,2-delt dør høyre 780 x 496 x 19mm,5707439069947
642-L07853V,2-delt dør venstre 780 x 496 x 19mm,5707439069954
642-L07861H,Dør høyre 780 x 596 x 19mm,5707439069961
642-L07861V,Dør venstre 780 x 596 x 19mm,5707439069978
642-L07863H,2-delt dør høyre 780 x 596 x 19mm,5707439069985
642-L07863V,2-delt dør venstre 780 x 596 x 19mm,5707439069992
642-L12844H,Dør høyre 1276 x 396 x 19mm,5707439070004
642-L12844V,Dør venstre 1276 x 396 x 19mm,5707439070011
642-L12854H,Dør høyre 1276 x 496 x 19mm,5707439070028
642-L12854V,Dør venstre 1276 x 496 x 19mm,5707439070035
642-L12864H,Dør høyre 1276 x 596 x 19mm,5707439070042
642-L12864V,Dør venstre 1276 x 596 x 19mm,5707439070059
659-L07823,2-delt dør 780 x 196 x 19mm,5707439070189
659-L07841H,Dør høyre 780 x 396 x 19mm,5707439070196
659-L07841V,Dør venstre 780 x 396 x 19mm,5707439070202
659-L07843H,2-delt dør høyre 780 x 396 x 19mm,5707439070219
659-L07843V,2-delt dør venstre 780 x 396 x 19mm,5707439070226
659-L07851H,Dør høyre 780 x 496 x 19mm,5707439070233
659-L07851V,Dør venstre 780 x 496 x 19mm,5707439070240
659-L07853H,2-delt dør høyre 780 x 496 x 19mm,5707439070257
659-L07853V,2-delt dør venstre 780 x 496 x 19mm,5707439070264
659-L07861H,Dør høyre 780 x 596 x 19mm,5707439070271
659-L07861V,Dør venstre 780 x 596 x 19mm,5707439070288
659-L07863H,2-delt dør høyre 780 x 596 x 19mm,5707439070295
659-L07863V,2-delt dør venstre 780 x 596 x 19mm,5707439070301
659-L12844H,Dør høyre 1276 x 396 x 19mm,5707439070318
659-L12844V,Dør venstre 1276 x 396 x 19mm,5707439070325
659-L12854H,Dør høyre 1276 x 496 x 19mm,5707439070332
659-L12854V,Dør venstre 1276 x 496 x 19mm,5707439070349
659-L12864H,Dør høyre 1276 x 596 x 19mm,5707439070356
659-L12864V,Dør venstre 1276 x 596 x 19mm,5707439070363
663-L00460,Skuffefront 36 x 596 x 20mm,5707439017658
663-L01460,Skuffefront 136 x 596 x 20mm,5707438980656
663-L01610,Skuffefront 156 x 996 x 20mm,5707439017665
663-L01612,Skuffefront 156 x 1196 x 20mm,5707439017672
663-L01630,Skuffefront 156 x 296 x 20mm,5707439017689
663-L01640,Skuffefront 156 x 396 x 20mm,5707439017696
663-L01650,Skuffefront 156 x 496 x 20mm,5707439017702
663-L01660,Skuffefront 156 x 596 x 20mm,5707439017719
663-L01680,Skuffefront 156 x 796 x 20mm,5707439017726
663-L02410,Skuffefront 236 x 996 x 20mm,5707439020450
663-L02412,Skuffefront 236 x 1196 x 20mm,5707439020467
663-L02440,Skuffefront 236 x 396 x 20mm,5707439020474
663-L02450,Skuffefront 236 x 496 x 20mm,5707439020481
663-L02460,Skuffefront 236 x 596 x 20mm,5707438980687
663-L02480,Skuffefront 236 x 796 x 20mm,5707439020498
663-L03210,Skuffefront 316 x 996 x 20mm,5707439017733
663-L03212,Skuffefront 316 x 1196 x 20mm,5707439017740
663-L03230,Skuffefront 316 x 296 x 20mm,5707439017757
663-L03240,Skuffefront 316 x 396 x 20mm,5707439017764
663-L03250,Skuffefront 316 x 496 x 20mm,5707439017771
663-L03260,Skuffefront 316 x 596 x 20mm,5707438991386
663-L03264,Skuffefront 316 x 596 x 20mm Hailo/Topit,5707439017788
663-L03280,Skuffefront 316 x 796 x 20mm,5707439017795
663-L03284,Skuffefront 316 x 796 x 20mm Hailo/Topit,5707439017801
663-L03860,Skuffefront 382 x 596 x 20mm,5707438980717
663-L04110,Skuffefront 396 x 996 x 20mm,5707439017818
663-L04112,Skuffefront 396 x 1196 x 20mm,5707439017825
663-L04130,Skuffefront 396 x 296 x 20mm,5707439017832
663-L04140,Skuffefront 396 x 396 x 20mm,5707439017849
663-L04150,Skuffefront 396 x 496 x 20mm,5707439017856
663-L04160,Skuffefront 396 x 596 x 20mm,5707438980748
663-L04180,Skuffefront 396 x 796 x 20mm,5707439017863
663-L04260,Skuffefront 396 x 596 x 20mm Hailo/Topit,5707439017870
663-L04280,Skuffefront 396 x 796 x 20mm Hailo/Topit,5707439017887
663-L04562,Dør høyre 455 x 596 x 20mm,5707439013971
663-L04563,Dør venstre 455 x 596 x 20mm,5707439013988
663-L04840,Dør 476 x 396 x 20 mm,5707439017894
663-L04850,Dør 476 x 496 x 20 mm,5707439017900
663-L04860,Dør 476 x 596 x 20 mm,5707439017917
663-L06430,Dør 636 x 296 x 20 mm,5707439017924
663-L06440,Dør 636 x 396 x 20 mm,5707438980830
663-L06450,Dør 636 x 496 x 20 mm,5707438980861
663-L06460,Dør 636 x 596 x 20 mm,5707438980892
663-L08020,Skuffefront 796 x 196 x 20mm,5707439017931
663-L08030,Dør 796 x 296 x 20 mm,5707439017948
663-L08040,Dør 796 x 396 x 20 mm,5707438980922
663-L08050,Dør 796 x 496 x 20 mm,5707438980953
663-L08060,Dør 796 x 596 x 20 mm,5707438980984
663-L08066,Dør 796 x 596 x 20mm for oppvaskmaskinløsning,5714889007993
663-L08135,Hjørneskapdør 2 796 x 320 x 20mm uten boring,5707439017962
663-L08136,Hjørneskapdør 1 796 x 320 x 20mm,5707439017979
663-L12843,Dør 1276 x 396 x 20 mm,5707438981011
663-L12853,Dør 1276 x 496 x 20 mm,5707438981042
663-L12863,Dør 1276 x 596 x 20 mm,5707438981073
663-L19240,Dør 1916 x 396 x 20 mm,5707439017986
663-L19250,Dør 1916 x 496 x 20 mm,5707439017993
663-L19260,Dør 1916 x 596 x 20 mm,5707439018006
663-L20849,Dør 2076 x 396 x 20 mm,5707439020504
663-L20859,Dør 2076 x 496 x 20 mm,5707439020511
663-L20869,Dør 2076 x 596 x 20 mm,5707439020528
663-L9020,"Prøver Designzone 396 x 316 x 19,8mm",5707439021129
663-L9025,"NGM Designzone front 396 x 316 x 19,8mm",5707439046412
664-L00460,Skuffefront 36 x 596 x 20mm,5707439016569
664-L01460,Skuffefront 136 x 596 x 20mm,5707438980663
664-L01610,Skuffefront 156 x 996 x 20mm,5707439016576
664-L01612,Skuffefront 156 x 1196 x 20mm,5707439016583
664-L01630,Skuffefront 156 x 296 x 20mm,5707439016590
664-L01640,Skuffefront 156 x 396 x 20mm,5707439016606
664-L01650,Skuffefront 156 x 496 x 20mm,5707439016613
664-L01660,Skuffefront 156 x 596 x 20mm,5707439016620
664-L01680,Skuffefront 156 x 796 x 20mm,5707439016637
664-L02410,Skuffefront 236 x 996 x 20mm,5707439020535
664-L02412,Skuffefront 236 x 1196 x 20mm,5707439020542
664-L02440,Skuffefront 236 x 396 x 20mm,5707439020559
664-L02450,Skuffefront 236 x 496 x 20mm,5707439020566
664-L02460,Skuffefront 236 x 596 x 20mm,5707438980694
664-L02480,Skuffefront 236 x 796 x 20mm,5707439020573
664-L03210,Skuffefront 316 x 996 x 20mm,5707439016644
664-L03212,Skuffefront 316 x 1196 x 20mm,5707439016651
664-L03230,Skuffefront 316 x 296 x 20mm,5707439016668
664-L03240,Skuffefront 316 x 396 x 20mm,5707439016675
664-L03250,Skuffefront 316 x 496 x 20mm,5707439016682
664-L03260,Skuffefront 316 x 596 x 20mm,5707438991393
664-L03264,Skuffefront 316 x 596 x 20mm Hailo/Topit,5707439016699
664-L03280,Skuffefront 316 x 796 x 20mm,5707439016705
664-L03284,Skuffefront 316 x 796 x 20mm Hailo/Topit,5707439016712
664-L03860,Skuffefront 382 x 596 x 20mm,5707438980724
664-L04110,Skuffefront 396 x 996 x 20mm,5707439016729
664-L04112,Skuffefront 396 x 1196 x 20mm,5707439016736
664-L04130,Skuffefront 396 x 296 x 20mm,5707439016743
664-L04140,Skuffefront 396 x 396 x 20mm,5707439016750
664-L04150,Skuffefront 396 x 496 x 20mm,5707439016767
664-L04160,Skuffefront 396 x 596 x 20mm,5707438980755
664-L04180,Skuffefront 396 x 796 x 20mm,5707439016774
664-L04260,Skuffefront 396 x 596 x 20mm Hailo/Topit,5707439016781
664-L04280,Skuffefront 396 x 796 x 20mm Hailo/Topit,5707439016798
664-L04562,Dør høyre 455 x 596 x 20mm,5707439013995
664-L04563,Dør venstre 455 x 596 x 20mm,5707439014008
664-L04840,Dør 476 x 396 x 20 mm,5707439016804
664-L04850,Dør 476 x 496 x 20 mm,5707439016811
664-L04860,Dør 476 x 596 x 20 mm,5707439016828
664-L06430,Dør 636 x 296 x 20 mm,5707439016835
664-L06440,Dør 636 x 396 x 20 mm,5707438980847
664-L06450,Dør 636 x 496 x 20 mm,5707438980878
664-L06460,Dør 636 x 596 x 20 mm,5707438980908
664-L08020,Skuffefront 796 x 196 x 20mm,5707439016842
664-L08030,Dør 796 x 296 x 20 mm,5707439016859
664-L08040,Dør 796 x 396 x 20 mm,5707438980939
664-L08050,Dør 796 x 496 x 20 mm,5707438980960
664-L08060,Dør 796 x 596 x 20 mm,5707438980991
664-L08066,Dør 796 x 596 x 20mm for oppvaskmaskinløsning,5714889008006
664-L08135,Hjørneskapdør 2 796 x 320 x 20mm uten boring,5707439016873
664-L08136,Hjørneskapdør 1 796 x 320 x 20mm,5707439016880
664-L12843,Dør 1276 x 396 x 20 mm,5707438981028
664-L12853,Dør 1276 x 496 x 20 mm,5707438981059
664-L12863,Dør 1276 x 596 x 20 mm,5707438981080
664-L19240,Dør 1916 x 396 x 20 mm,5707439016897
664-L19250,Dør 1916 x 496 x 20 mm,5707439016903
664-L19260,Dør 1916 x 596 x 20 mm,5707439016910
664-L20849,Dør 2076 x 396 x 20 mm,5707439020580
664-L20859,Dør 2076 x 496 x 20 mm,5707439020597
664-L20869,Dør 2076 x 596 x 20 mm,5707439020603
664-L9020,"Prøver Designzone 396 x 316 x 19,8mm",5707439021136
664-L9025,"NGM Designzone front 396 x 316 x 19,8mm",5707439046436
738-TL25410,"Bakkantlist i stål 4,1M",5707439019010
747-L9040,Prøver Designsone 200 x 200 x 19mm,5707438991119
748-L9040,Prøver Designsone 200 x 200 x 19mm,5707438991126
801-DH191-060,Høyskap for Vitrinedører 60 x 56cm,5707439005679
801-K10031,Panel 920 x 586 x 19 mm,5707439020610
801-K10033,Panel 920 x 714 x 19 mm,5707439020627
801-K10036,Panel 920 x 932 x 19 mm,5707439020634
801-K10037,Panel 920 x 1060 x 19 mm,5707439020641
801-K10038,Panel 920 x 1172 x 19 mm,5707439020658
801-K10052,Panel 920 x 606 x 19 mm,5707439020665
801-K10054,Panel 920 x 734 x 19 mm,5707439020672
801-K10109,Synlig side 2080x688x16mm,5707439005839
801-K10110,Synlig side 2080x560x16mm,5707439005846
801-K10119,Synlig side 1920x688x16mm,5707439016927
801-K10120,Synlig side 1920x560x16mm,5707439016934
801-K10125,Synlig side 1920x320x16mm,5707439005853
801-K10127,Synlig side 2080x320x16mm,5707439050655
801-K10130,Synlig side 1280x560x16mm,5707439016941
801-K10131,Synlig side 1280x320x16mm,5707439016958
801-K10135,Synlig side 800x560x16mm,5707439005860
801-K10136,Synlig side 800x688x16mm,5707439005877
801-K10137,Synlig side for øyløsning 800x1120x16mm,5707439005884
801-K10138,Synlig side for øyløsning 800x880x16mm,5707439005891
801-K10139,Synlig side for øyløsning 800x1008x16mm,5707439005907
801-K10145,Synlig side 800x320x16mm,5707439005914
801-K10170,Synlig side 640x320x16mm,5707439005938
801-K10321,Synlig side 320x320x16mm,5707439005945
801-K20008,Panel 320 x 346 x 19 mm,5707439020689
801-K20009,Panel 480 x 346 x 19 mm,5707439020696
801-K20010,Panel 640 x 346 x 19 mm,5707439020702
801-K20011,Panel 800 x 346 x 19 mm,5707439020719
801-K20014,Panel 1400 x 586 x 19 mm,5707439020726
801-K20015,Panel 2040 x 586 x 19 mm,5707439020733
801-K20016,Panel 2200 x 586 x 19 mm,5707439020740
801-K20018,Panel 2040 x 714 x 19 mm,5707439020757
801-K20019,Panel 2200 x 714 x 19 mm,5707439020764
801-K60122,Synlig side 640x192x16mm,5707439005952
801-K60125,Synlig side 640x512x16mm,5707439005969
801-K60148,Synlig side 480x512x16mm,5707439005976
801-K60150,Synlig side 480x320x16mm,5707439016965
801-KS03256,Synlig side 320x560x16mm,5707439005983
801-SG26080,Side for saging 2600 x 800 x 19mm,5707439006171
801-SG26085,Panel for Lineært lys 2600 x 800 x 19mm,5707439060302
801-T11080,Dekke 800 x 100 mm,5707439006164
801-T11192,topp 1920 x 100 mm,5707439017023
801-T11208,topp 2080 x 100 mm,5707439006157
801-T12122,Endeliste 120 x 532mm Grønn,5707439006195
801-T12124,Sokkel forstykke 120 x 2590mm Grønn,5707439006201
801-T12127,Endeliste 120 x 1064mm Grønn,5707439006218
801-T12128,Endeliste 120 x 824mm Grønn,5707439006225
801-T12133,Sokkelfrontstykke for oppbevaringsplass 120 x 610mm Grønn,5707439042797
801-T32122,Endeliste 120 x 658mm Grønn,5707439006270
801-T32128,Endeliste 120 x 952mm Grønn,5707439006287
830-K10109,Synlig side 2080x688x16mm,5707439012554
830-K10110,Synlig side 2080x560x16mm,5707439012561
830-K10119,Synlig side 1920x688x16mm,5707439012578
830-K10120,Synlig side 1920x560x16mm,5707439012585
830-K10125,Synlig side 1920x320x16mm,5707439012592
830-K10130,Synlig side 1280x560x16mm,5707439012608
830-K10131,Synlig side 1280x320x16mm,5707439012615
830-K10135,Synlig side 800x560x16mm,5707439012622
830-K10136,Synlig side 800x688x16mm,5707439012639
830-K10137,Synlig side for øyløsning 800x1120x16mm,5707439012646
830-K10138,Synlig side for øyløsning 800x880x16mm,5707439012653
830-K10139,Synlig side for øyløsning 800x1008x16mm,5707439012660
830-K10145,Synlig side 800x320x16mm,5707439012677
830-K10146,Synlig side for hjørneskap 796x600x22mm,5707439012684
830-K10170,Synlig side 640x320x16mm,5707439012707
830-K10321,Synlig side 320x320x16mm,5707439012714
830-K20001,Panel 940 x 586 x 19 mm,5707439012721
830-K20002,Panel 940 x 606 x 19 mm,5707439012738
830-K20003,Panel 940 x 714 x 19 mm,5707439012745
830-K20004,Panel 940 x 734 x 19 mm,5707439012752
830-K20005,Panel 940 x 932 x 19 mm,5707439012769
830-K20006,Panel 940 x 1060 x 19 mm,5707439012776
830-K20007,Panel 940 x 1172 x 19 mm,5707439012783
830-K60122,Synlig side 640x192x16mm,5707439012882
830-K60125,Synlig side 640x512x16mm,5707439012899
830-K60148,Synlig side 480x512x16mm,5707439012905
830-K60150,Synlig side 480x320x16mm,5707439012912
830-KS03256,Synlig side 320x560x16mm,5707439012929
830-SG26080,Side for saging 2600 x 800 x 19mm,5707439013308
830-SG26085,Panel for Lineært lys 2600 x 800 x 19mm,5707439060319
830-T11080,Dekke 800 x 100 mm,5707439013339
830-T11192,topp 1920 x 100 mm,5707439013346
830-T11208,topp 2080 x 100 mm,5707439013353
830-T12122,Endesokkel 120 x 532mm Mørk grå,5707439013360
830-T12124,Sokkelforstykke 120 x 2590mm Mørk grå,5707439013377
830-T12127,Endesokkel 120 x 1064mm Mørk grå,5707439013384
830-T12128,Endesokkel 120 x 824mm Mørk grå,5707439013391
830-T12133,Sokkelfrontstykke for oppbevaringsplass 120 x 610mm Mørk g,5707439042803
830-T32122,Endesokkel 120 x 658mm Mørk grå,5707439013421
830-T32128,Endesokkel 120 x 952mm Mørk grå,5707439013438
843-K10031,Panel 920 x 586 x 19 mm,5707439037540
843-K10033,Panel 920 x 714 x 19 mm,5707439037557
843-K10036,Panel 920 x 932 x 19 mm,5707439037564
843-K10037,Panel 920 x 1060 x 19 mm,5707439037571
843-K10038,Panel 920 x 1172 x 19 mm,5707439037588
843-K10052,Panel 920 x 606 x 19 mm,5707439037595
843-K10054,Panel 920 x 734 x 19 mm,5707439037601
843-K10109,Synlig side 2080x688x16mm,5707439037618
843-K10110,Synlig side 2080x560x16mm,5707439037625
843-K10119,Synlig side 1920x688x16mm,5707439037632
843-K10120,Synlig side 1920x560x16mm,5707439037649
843-K10125,Synlig side 1920x320x16mm,5707439037656
843-K10127,Synlig side 2080x320x16mm,5707439050679
843-K10130,Synlig side 1280x560x16mm,5707439037663
843-K10131,Synlig side 1280x320x16mm,5707439037670
843-K10135,Synlig side 800x560x16mm,5707439037687
843-K10136,Synlig side 800x688x16mm,5707439037694
843-K10137,Synlig side for øyløsning 800x1120x16mm,5707439037700
843-K10138,Synlig side for øyløsning 800x880x16mm,5707439037717
843-K10139,Synlig side for øyløsning 800x1008x16mm,5707439037724
843-K10145,Synlig side 800x320x16mm,5707439037731
843-K10170,Synlig side 640x320x16mm,5707439037748
843-K10321,Synlig side 320x320x16mm,5707439037755
843-K10800,Avrundet stolpe R100 x 800mm,5707439071940
843-K60122,Synlig side 640x192x16mm,5707439037762
843-K60125,Synlig side 640x512x16mm,5707439037779
843-K60148,Synlig side 480x512x16mm,5707439037786
843-K60150,Synlig side 480x320x16mm,5707439037793
843-KS03256,Synlig side 320x560x16mm,5707439037809
843-SG26080,Side for saging 2600 x 800 x 19mm,5707439038080
843-SG26085,Panel for Lineært lys 2600 x 800 x 19mm,5707439060326
843-T11080,Dekke 800 x 100 mm,5707439038103
843-T11192,topp 1920 x 100 mm,5707439038110
843-T11208,topp 2080 x 100 mm,5707439038127
843-T12122,Ende gulvlister 120 x 532mm Leire,5707439038134
843-T12124,Sokkel forstykke 120 x 2590mm Leire,5707439038141
843-T12127,Ende gulvlister 120 x 1064mm Leire,5707439038158
843-T12128,Ende gulvlister 120 x 824mm Leire,5707439038165
843-T12133,Oppbevaringsplass gulvlister frontstykke 120 x 610mm Leire,5707439042810
843-T12134,Oppbevaringsplass gulvlist front 120 x 760mm Leire,5714889006576
843-T32122,Ende gulvlister 120 x 658mm Leire,5707439038172
843-T32128,Endeliste 120 x 952mm Leire,5707439038189
844-K10031,Panel 920 x 586 x 19 mm,5707439041936
844-K10033,Panel 920 x 714 x 19 mm,5707439041943
844-K10036,Panel 920 x 932 x 19 mm,5707439041950
844-K10037,Panel 920 x 1060 x 19 mm,5707439041967
844-K10038,Panel 920 x 1172 x 19 mm,5707439041974
844-K10052,Panel 920 x 606 x 19 mm,5707439041981
844-K10054,Panel 920 x 734 x 19 mm,5707439041998
844-K10109,Synlig side 2080x688x16mm,5707439042001
844-K10110,Synlig side 2080x560x16mm,5707439042018
844-K10119,Synlig side 1920x688x16mm,5707439042025
844-K10120,Synlig side 1920x560x16mm,5707439042032
844-K10125,Synlig side 1920x320x16mm,5707439042049
844-K10127,Synlig side 2080x320x16mm,5707439050693
844-K10130,Synlig side 1280x560x16mm,5707439042056
844-K10131,Synlig side 1280x320x16mm,5707439042063
844-K10135,Synlig side 800x560x16mm,5707439042070
844-K10136,Synlig side 800x688x16mm,5707439042087
844-K10137,Synlig side for øyløsning 800x1120x16mm,5707439042094
844-K10138,Synlig side for øyløsning 800x880x16mm,5707439042100
844-K10139,Synlig side for øyløsning 800x1008x16mm,5707439042117
844-K10145,Synlig side 800x320x16mm,5707439042124
844-K10147,Synlig side 780x600x22mm,5707439053625
844-K10170,Synlig side 640x320x16mm,5707439042131
844-K10321,Synlig side 320x320x16mm,5707439042148
844-K10800,Avrundet stolpe R100 x 800mm,5707439071957
844-K20016,Panel 2200 x 586 x 19 mm,5707439050709
844-K20019,Panel 2200 x 714 x 19 mm,5707439050716
844-K20022,Panel 2080 x 586 x 19 mm,5707439050723
844-K20025,Panel 2080 x 714 x 19 mm,5707439050730
844-K60122,Synlig side 640x192x16mm,5707439042155
844-K60125,Synlig side 640x512x16mm,5707439042162
844-K60148,Synlig side 480x512x16mm,5707439042179
844-K60150,Synlig side 480x320x16mm,5707439042186
844-KS03256,Synlig side 320x560x16mm,5707439042193
844-SG26080,Side for saging 2600 x 800 x 19mm,5707439042476
844-SG26085,Panel for Lineært lys 2600 x 800 x 19mm,5707439060333
844-T11073,Dekksett MANO,5707439053267
844-T11080,Dekke 800 x 100 mm,5707439042490
844-T11192,topp 1920 x 100 mm,5707439042506
844-T11208,topp 2080 x 100 mm,5707439042513
844-T12122,Ende sokkel 120 x 532mm Arizona beige,5707439042520
844-T12124,Sokkelforstykke 120 x 2590mm Arizona beige,5707439042537
844-T12127,Ende sokkel 120 x 1064mm Arizona beige,5707439042544
844-T12128,Ende sokkel 120 x 824mm Arizona beige,5707439042551
844-T12133,Sokkelfrontstykke for oppbevaringsplass 120 x 610mm Arizon,5707439042568
844-T12134,Oppbevaringsplass gulvlister frontstykke 120 x 760mm Arizon,5714889006590
844-T32122,Ende sokkel 120 x 658mm Arizona beige,5707439042575
844-T32128,Ende sokkel 120 x 952mm Arizona beige,5707439042582
846-K10031,Panel 920 x 586 x 19 mm,5707439052543
846-K10033,Panel 920 x 714 x 19 mm,5707439052550
846-K10036,Panel 920 x 932 x 19 mm,5707439052567
846-K10037,Panel 920 x 1060 x 19 mm,5707439052574
846-K10038,Panel 920 x 1172 x 19 mm,5707439052581
846-K10052,Panel 920 x 606 x 19 mm,5707439052598
846-K10054,Panel 920 x 734 x 19 mm,5707439052604
846-K10109,Synlig side 2080x688x16mm,5707439052611
846-K10110,Synlig side 2080x560x16mm,5707439052628
846-K10119,Synlig side 1920x688x16mm,5707439052635
846-K10120,Synlig side 1920x560x16mm,5707439052642
846-K10125,Synlig side 1920x320x16mm,5707439052659
846-K10127,Synlig side 2080x320x16mm,5707439052666
846-K10130,Synlig side 1280x560x16mm,5707439052673
